age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
37.0,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
21.0,Private,11th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0.0,1762.0,40.0,Dominican-Republic,<=50K
26.0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
47.0,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
18.0,Private,12th,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
22.0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,16.0,United-States,<=50K
36.0,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
59.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,38.0,El-Salvador,<=50K
33.0,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,England,<=50K
53.0,Self-emp-inc,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,50.0,South,<=50K
44.0,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411.0,0.0,40.0,United-States,<=50K
55.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
56.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
54.0,Self-emp-not-inc,Some-college,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
51.0,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,2463.0,0.0,38.0,United-States,<=50K
44.0,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
43.0,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,<=50K
26.0,State-gov,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,Bachelors,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
30.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,2580.0,0.0,40.0,United-States,<=50K
46.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,15.0,United-States,<=50K
27.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
26.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
25.0,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,<=50K
30.0,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
43.0,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
71.0,,HS-grad,Widowed,,Not-in-family,White,Female,0.0,0.0,20.0,United-States,<=50K
46.0,,HS-grad,Married-spouse-absent,,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,<=50K
44.0,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,United-States,<=50K
42.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
26.0,Private,Bachelors,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
24.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
17.0,,11th,Never-married,,Own-child,White,Male,0.0,0.0,18.0,United-States,<=50K
45.0,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,<=50K
63.0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
22.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,<=50K
27.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,United-States,<=50K
33.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,33.0,Mexico,<=50K
64.0,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
44.0,Self-emp-not-inc,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
44.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,<=50K
53.0,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,<=50K
33.0,Local-gov,HS-grad,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Federal-gov,12th,Married-civ-spouse,Armed-Forces,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
27.0,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,70.0,United-States,<=50K
43.0,,Assoc-voc,Widowed,,Not-in-family,White,Female,0.0,2339.0,36.0,United-States,<=50K
80.0,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20.0,United-States,<=50K
31.0,Private,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32.0,United-States,<=50K
53.0,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
58.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,44.0,United-States,<=50K
23.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States,<=50K
31.0,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50.0,United-States,<=50K
52.0,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
24.0,Private,HS-grad,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
45.0,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
52.0,Private,5th-6th,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
54.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Private,HS-grad,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,<=50K
21.0,,Some-college,Never-married,,Own-child,White,Male,0.0,0.0,16.0,United-States,<=50K
23.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
36.0,Self-emp-inc,7th-8th,Never-married,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,<=50K
55.0,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
71.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,17.0,United-States,<=50K
17.0,Self-emp-inc,10th,Never-married,Sales,Own-child,White,Male,0.0,0.0,12.0,United-States,<=50K
32.0,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,,<=50K
27.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
40.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,48.0,United-States,<=50K
30.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0.0,1602.0,30.0,United-States,<=50K
17.0,Private,9th,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20.0,United-States,<=50K
33.0,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
72.0,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
65.0,Private,HS-grad,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,<=50K
32.0,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,Mexico,<=50K
22.0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
28.0,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
34.0,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,28.0,United-States,<=50K
27.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,<=50K
47.0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38.0,United-States,<=50K
37.0,Local-gov,Assoc-voc,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States,<=50K
42.0,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
20.0,,Some-college,Never-married,,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
68.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
22.0,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,<=50K
72.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
45.0,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20.0,United-States,<=50K
30.0,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,4416.0,0.0,60.0,United-States,<=50K
25.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Guatemala,<=50K
25.0,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,37.0,United-States,<=50K
36.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,<=50K
58.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
26.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,<=50K
44.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1617.0,20.0,United-States,<=50K
44.0,Private,11th,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,60.0,United-States,<=50K
28.0,State-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,<=50K
42.0,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
41.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
39.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
64.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,<=50K
31.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
32.0,Private,9th,Separated,Other-service,Unmarried,Other,Female,0.0,0.0,40.0,Mexico,<=50K
33.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
36.0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,England,<=50K
46.0,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0.0,1980.0,40.0,United-States,<=50K
26.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
25.0,Private,Bachelors,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,Prof-school,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,50.0,United-States,<=50K
39.0,Private,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Self-emp-not-inc,Some-college,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1573.0,30.0,United-States,<=50K
27.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
58.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
36.0,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,48.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
49.0,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
29.0,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,35.0,Peru,<=50K
29.0,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
65.0,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
26.0,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,<=50K
44.0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,37.0,United-States,<=50K
51.0,,HS-grad,Separated,,Not-in-family,Black,Male,0.0,0.0,6.0,United-States,<=50K
41.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,25.0,United-States,<=50K
22.0,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,35.0,Haiti,<=50K
36.0,,Some-college,Married-civ-spouse,,Wife,White,Female,0.0,0.0,25.0,United-States,<=50K
18.0,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
33.0,Local-gov,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
49.0,Private,11th,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,<=50K
41.0,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
40.0,Private,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
53.0,Federal-gov,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
45.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
30.0,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
24.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
71.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
20.0,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,<=50K
26.0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
34.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
36.0,,9th,Divorced,,Unmarried,White,Female,0.0,0.0,40.0,Mexico,<=50K
49.0,Private,HS-grad,Separated,Prof-specialty,Unmarried,White,Female,0.0,653.0,60.0,United-States,<=50K
22.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
30.0,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,1617.0,40.0,United-States,<=50K
51.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
46.0,Private,Some-college,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
32.0,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
52.0,State-gov,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
57.0,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,United-States,<=50K
35.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,39.0,United-States,<=50K
59.0,,9th,Divorced,,Not-in-family,White,Female,0.0,0.0,12.0,United-States,<=50K
36.0,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
67.0,Local-gov,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,<=50K
31.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
31.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
28.0,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,42.0,United-States,<=50K
72.0,,7th-8th,Widowed,,Unmarried,White,Female,0.0,0.0,20.0,United-States,<=50K
36.0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
56.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
35.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
44.0,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
26.0,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
51.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
30.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,El-Salvador,<=50K
20.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
21.0,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,<=50K
54.0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
32.0,,Bachelors,Divorced,,Unmarried,White,Female,0.0,0.0,32.0,United-States,<=50K
43.0,State-gov,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
48.0,Private,Assoc-voc,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
42.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,<=50K
62.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
31.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
45.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,United-States,<=50K
34.0,Private,Some-college,Separated,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,<=50K
64.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,<=50K
42.0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,<=50K
60.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
44.0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,58.0,United-States,<=50K
67.0,,7th-8th,Married-civ-spouse,,Husband,White,Male,0.0,0.0,4.0,United-States,<=50K
45.0,Private,Assoc-acdm,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,,<=50K
32.0,,10th,Married-civ-spouse,,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
23.0,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,<=50K
28.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,<=50K
55.0,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,<=50K
27.0,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
37.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,<=50K
22.0,,Some-college,Never-married,,Own-child,Asian-Pac-Islander,Female,0.0,0.0,4.0,South,<=50K
44.0,Self-emp-not-inc,10th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,70.0,United-States,<=50K
23.0,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
41.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Yugoslavia,<=50K
29.0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,<=50K
22.0,Private,Some-college,Never-married,Sales,Other-relative,White,Male,0.0,0.0,38.0,United-States,<=50K
28.0,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,El-Salvador,<=50K
30.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
20.0,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,<=50K
28.0,,10th,Separated,,Not-in-family,White,Male,0.0,0.0,30.0,United-States,<=50K
19.0,,Some-college,Never-married,,Not-in-family,White,Female,0.0,0.0,24.0,United-States,<=50K
42.0,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,<=50K
34.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
23.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,<=50K
50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
57.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,<=50K
35.0,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,3908.0,0.0,27.0,United-States,<=50K
24.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,45.0,United-States,<=50K
27.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15.0,United-States,<=50K
45.0,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
80.0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,<=50K
23.0,State-gov,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
50.0,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,<=50K
90.0,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,,<=50K
55.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
72.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,England,<=50K
65.0,Private,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
37.0,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,<=50K
